EntFile_src,EntLine_src,EntName_src,EntKind_src,EntType_src,EntID_src,RefFile,RefLine,RefKind,RefType,EntFile_target,EntLine_target,EntName_target,EntKind_target,EntType_target,EntID_target,Is_Infringed,is37
/home/ks-turtle/Desktop/src/javax/swing/plaf/basic/BasicComboBoxUI.java,49,javax.swing.plaf.basic.BasicComboBoxUI,Type,Java Class Type Public Member,90,/home/ks-turtle/Desktop/src/javax/swing/plaf/basic/BasicComboBoxUI.java,49,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/javax/swing/plaf/ComboBoxUI.java,19,javax.swing.plaf.ComboBoxUI,Type,Java Abstract Class Type Public Member,28979,no-match,0
/home/ks-turtle/Desktop/src/javax/swing/JComponent.java,157,javax.swing.JComponent,Type,Java Abstract Class Type Public Member,94,/home/ks-turtle/Desktop/src/javax/swing/JComponent.java,157,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/awt/Container.java,72,java.awt.Container,Type,Java Class Type Public Member,106,no-match,0
/home/ks-turtle/Desktop/src/java/awt/Dimension.java,36,java.awt.Dimension,Type,Java Class Type Public Member,95,/home/ks-turtle/Desktop/src/java/awt/Dimension.java,36,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/awt/geom/Dimension2D.java,22,java.awt.geom.Dimension2D,Type,Java Abstract Class Type Public Member,21815,no-match,0
/home/ks-turtle/Desktop/src/java/awt/Rectangle.java,41,java.awt.Rectangle,Type,Java Class Type Public Member,101,/home/ks-turtle/Desktop/src/java/awt/Rectangle.java,41,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/awt/geom/Rectangle2D.java,23,java.awt.geom.Rectangle2D,Type,Java Abstract Class Type Public Member,4059,no-match,0
/home/ks-turtle/Desktop/src/javax/swing/JComboBox.java,62,javax.swing.JComboBox,Type,Java Class Type Public Member,105,/home/ks-turtle/Desktop/src/javax/swing/JComboBox.java,62,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/javax/swing/JComponent.java,157,javax.swing.JComponent,Type,Java Abstract Class Type Public Member,94,no-match,0
/home/ks-turtle/Desktop/src/java/awt/Container.java,72,java.awt.Container,Type,Java Class Type Public Member,106,/home/ks-turtle/Desktop/src/java/awt/Container.java,72,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/awt/Component.java,155,java.awt.Component,Type,Java Abstract Class Type Public Member,98,no-match,0
/home/ks-turtle/Desktop/src/javax/swing/CellRendererPane.java,49,javax.swing.CellRendererPane,Type,Java Class Type Public Member,108,/home/ks-turtle/Desktop/src/javax/swing/CellRendererPane.java,49,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/awt/Container.java,72,java.awt.Container,Type,Java Class Type Public Member,106,no-match,0
/home/ks-turtle/Desktop/src/javax/swing/plaf/basic/BasicComboPopup.java,46,javax.swing.plaf.basic.BasicComboPopup,Type,Java Class Type Public Member,123,/home/ks-turtle/Desktop/src/javax/swing/plaf/basic/BasicComboPopup.java,46,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/javax/swing/JPopupMenu.java,61,javax.swing.JPopupMenu,Type,Java Class Type Public Member,8519,no-match,0
/home/ks-turtle/Desktop/src/javax/swing/plaf/basic/BasicComboPopup.java,678,javax.swing.plaf.basic.BasicComboPopup.InvocationKeyHandler,Type,Java Class Type Public Member,126,/home/ks-turtle/Desktop/src/javax/swing/plaf/basic/BasicComboPopup.java,678,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/awt/event/KeyAdapter.java,37,java.awt.event.KeyAdapter,Type,Java Abstract Class Type Public Member,195362,no-match,0
/home/ks-turtle/Desktop/src/java/util/Vector.java,61,java.util.Vector,Type,Java Generic Class Type Public Member,207,/home/ks-turtle/Desktop/src/java/util/Vector.java,62,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/util/AbstractList.java,56,java.util.AbstractList,Type,Java Abstract Generic Class Type Public Member,12385,no-match,0
/home/ks-turtle/Desktop/src/java/io/DataOutputStream.java,21,java.io.DataOutputStream,Type,Java Class Type Public Member,246,/home/ks-turtle/Desktop/src/java/io/DataOutputStream.java,21,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/FilterOutputStream.java,28,java.io.FilterOutputStream,Type,Java Class Type Public Member,7432,match,0
/home/ks-turtle/Desktop/src/java/io/IOException.java,22,java.io.IOException,Type,Java Class Type Public Member,251,/home/ks-turtle/Desktop/src/java/io/IOException.java,22,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Exception.java,20,java.lang.Exception,Type,Java Class Type Public Member,3062,match,0
/home/ks-turtle/Desktop/src/java/io/DataInputStream.java,22,java.io.DataInputStream,Type,Java Class Type Public Member,252,/home/ks-turtle/Desktop/src/java/io/DataInputStream.java,22,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/FilterInputStream.java,29,java.io.FilterInputStream,Type,Java Class Type Public Member,31140,match,0
/home/ks-turtle/Desktop/src/java/util/ArrayList.java,83,java.util.ArrayList,Type,Java Generic Class Type Public Member,296,/home/ks-turtle/Desktop/src/java/util/ArrayList.java,83,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/util/AbstractList.java,56,java.util.AbstractList,Type,Java Abstract Generic Class Type Public Member,12385,no-match,0
/home/ks-turtle/Desktop/src/org/xml/sax/SAXException.java,37,org.xml.sax.SAXException,Type,Java Class Type Public Member,386,/home/ks-turtle/Desktop/src/org/xml/sax/SAXException.java,37,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Exception.java,20,java.lang.Exception,Type,Java Class Type Public Member,3062,no-match,0
/home/ks-turtle/Desktop/src/org/omg/CORBA/portable/InputStream.java,24,org.omg.CORBA.portable.InputStream,Type,Java Abstract Class Type Public Member,471,/home/ks-turtle/Desktop/src/org/omg/CORBA/portable/InputStream.java,24,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/InputStream.java,28,java.io.InputStream,Type,Java Abstract Class Type Public Member,1934,no-match,0
/home/ks-turtle/Desktop/src/org/omg/CORBA/portable/OutputStream.java,25,org.omg.CORBA.portable.OutputStream,Type,Java Abstract Class Type Public Member,473,/home/ks-turtle/Desktop/src/org/omg/CORBA/portable/OutputStream.java,25,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/OutputStream.java,29,java.io.OutputStream,Type,Java Abstract Class Type Public Member,2131,no-match,0
/home/ks-turtle/Desktop/src/java/lang/Integer.java,35,java.lang.Integer,Type,Java Final Class Type Public Member,1348,/home/ks-turtle/Desktop/src/java/lang/Integer.java,35,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Number.java,32,java.lang.Number,Type,Java Abstract Class Type Public Member,1857,match,0
/home/ks-turtle/Desktop/src/java/lang/Character.java,102,java.lang.Character,Type,Java Final Class Type Public Member,1349,/home/ks-turtle/Desktop/src/java/lang/Character.java,102,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Object.java,20,java.lang.Object,Type,Java Class Type Public Member,116,no-match,0
/home/ks-turtle/Desktop/src/java/util/Stack.java,26,java.util.Stack,Type,Java Generic Class Type Public Member,1351,/home/ks-turtle/Desktop/src/java/util/Stack.java,26,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/util/Vector.java,61,java.util.Vector,Type,Java Generic Class Type Public Member,207,match,0
/home/ks-turtle/Desktop/src/java/util/Hashtable.java,105,java.util.Hashtable,Type,Java Generic Class Type Public Member,1352,/home/ks-turtle/Desktop/src/java/util/Hashtable.java,106,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/util/Dictionary.java,33,java.util.Dictionary,Type,Java Abstract Generic Class Type Public Member,8506,no-match,0
/home/ks-turtle/Desktop/src/java/io/PrintWriter.java,35,java.io.PrintWriter,Type,Java Class Type Public Member,1353,/home/ks-turtle/Desktop/src/java/io/PrintWriter.java,35,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/Writer.java,33,java.io.Writer,Type,Java Abstract Class Type Public Member,18338,match,0
/home/ks-turtle/Desktop/src/java/lang/StringBuffer.java,67,java.lang.StringBuffer,Type,Java Final Class Type Public Member,1354,/home/ks-turtle/Desktop/src/java/lang/StringBuffer.java,68,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/AbstractStringBuilder.java,23,java.lang.AbstractStringBuilder,Type,Java Abstract Class Type Default Member,38557,no-match,0
/home/ks-turtle/Desktop/src/java/io/PrintStream.java,38,java.io.PrintStream,Type,Java Class Type Public Member,1355,/home/ks-turtle/Desktop/src/java/io/PrintStream.java,38,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/FilterOutputStream.java,28,java.io.FilterOutputStream,Type,Java Class Type Public Member,7432,match,0
/home/ks-turtle/Desktop/src/java/lang/Error.java,28,java.lang.Error,Type,Java Class Type Public Member,1380,/home/ks-turtle/Desktop/src/java/lang/Error.java,28,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Throwable.java,130,java.lang.Throwable,Type,Java Class Type Public Member,1423,purple,0
/home/ks-turtle/Desktop/src/java/io/BufferedReader.java,45,java.io.BufferedReader,Type,Java Class Type Public Member,1382,/home/ks-turtle/Desktop/src/java/io/BufferedReader.java,45,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/Reader.java,34,java.io.Reader,Type,Java Abstract Class Type Public Member,1383,match,0
/home/ks-turtle/Desktop/src/java/io/FileNotFoundException.java,26,java.io.FileNotFoundException,Type,Java Class Type Public Member,1386,/home/ks-turtle/Desktop/src/java/io/FileNotFoundException.java,26,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/IOException.java,22,java.io.IOException,Type,Java Class Type Public Member,251,match,0
/home/ks-turtle/Desktop/src/java/io/FileReader.java,28,java.io.FileReader,Type,Java Class Type Public Member,1387,/home/ks-turtle/Desktop/src/java/io/FileReader.java,28,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/InputStreamReader.java,45,java.io.InputStreamReader,Type,Java Class Type Public Member,5271,match,0
/home/ks-turtle/Desktop/src/java/io/FileWriter.java,35,java.io.FileWriter,Type,Java Class Type Public Member,1388,/home/ks-turtle/Desktop/src/java/io/FileWriter.java,35,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/OutputStreamWriter.java,59,java.io.OutputStreamWriter,Type,Java Class Type Public Member,25361,match,0
/home/ks-turtle/Desktop/src/java/io/BufferedWriter.java,48,java.io.BufferedWriter,Type,Java Class Type Public Member,1389,/home/ks-turtle/Desktop/src/java/io/BufferedWriter.java,48,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/Writer.java,33,java.io.Writer,Type,Java Abstract Class Type Public Member,18338,match,0
/home/ks-turtle/Desktop/src/java/lang/CloneNotSupportedException.java,28,java.lang.CloneNotSupportedException,Type,Java Class Type Public Member,1427,/home/ks-turtle/Desktop/src/java/lang/CloneNotSupportedException.java,28,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Exception.java,20,java.lang.Exception,Type,Java Class Type Public Member,3062,match,0
/home/ks-turtle/Desktop/src/java/lang/InternalError.java,19,java.lang.InternalError,Type,Java Class Type Public Member,1429,/home/ks-turtle/Desktop/src/java/lang/InternalError.java,19,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/VirtualMachineError.java,20,java.lang.VirtualMachineError,Type,Java Abstract Class Type Public Member,21850,match,0
/home/ks-turtle/Desktop/src/java/nio/DirectIntBufferS.java,18,java.nio.DirectIntBufferS,Type,Java Class Type Default Member,1441,/home/ks-turtle/Desktop/src/java/nio/DirectIntBufferS.java,20,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/nio/IntBuffer.java,240,java.nio.IntBuffer,Type,Java Abstract Class Type Public Member,1515,no-match,0
/home/ks-turtle/Desktop/src/java/nio/IntBuffer.java,240,java.nio.IntBuffer,Type,Java Abstract Class Type Public Member,1515,/home/ks-turtle/Desktop/src/java/nio/IntBuffer.java,241,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/nio/Buffer.java,157,java.nio.Buffer,Type,Java Abstract Class Type Public Member,20034,no-match,0
/home/ks-turtle/Desktop/src/java/nio/DirectIntBufferRS.java,18,java.nio.DirectIntBufferRS,Type,Java Class Type Default Member,1520,/home/ks-turtle/Desktop/src/java/nio/DirectIntBufferRS.java,22,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/nio/DirectIntBufferS.java,18,java.nio.DirectIntBufferS,Type,Java Class Type Default Member,1441,no-match,0
/home/ks-turtle/Desktop/src/java/nio/BufferUnderflowException.java,23,java.nio.BufferUnderflowException,Type,Java Class Type Public Member,1521,/home/ks-turtle/Desktop/src/java/nio/BufferUnderflowException.java,24,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/RuntimeException.java,24,java.lang.RuntimeException,Type,Java Class Type Public Member,2336,match,0
/home/ks-turtle/Desktop/src/java/lang/IllegalArgumentException.java,20,java.lang.IllegalArgumentException,Type,Java Class Type Public Member,1522,/home/ks-turtle/Desktop/src/java/lang/IllegalArgumentException.java,20,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/RuntimeException.java,24,java.lang.RuntimeException,Type,Java Class Type Public Member,2336,match,0
/home/ks-turtle/Desktop/src/java/nio/BufferOverflowException.java,23,java.nio.BufferOverflowException,Type,Java Class Type Public Member,1523,/home/ks-turtle/Desktop/src/java/nio/BufferOverflowException.java,24,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/RuntimeException.java,24,java.lang.RuntimeException,Type,Java Class Type Public Member,2336,match,0
/home/ks-turtle/Desktop/src/java/util/HashMap.java,101,java.util.HashMap,Type,Java Generic Class Type Public Member,1646,/home/ks-turtle/Desktop/src/java/util/HashMap.java,102,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/util/AbstractMap.java,48,java.util.AbstractMap,Type,Java Abstract Generic Class Type Public Member,126363,no-match,0
/home/ks-turtle/Desktop/src/javax/swing/plaf/multi/MultiSplitPaneUI.java,26,javax.swing.plaf.multi.MultiSplitPaneUI,Type,Java Class Type Public Member,1730,/home/ks-turtle/Desktop/src/javax/swing/plaf/multi/MultiSplitPaneUI.java,26,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/javax/swing/plaf/SplitPaneUI.java,19,javax.swing.plaf.SplitPaneUI,Type,Java Abstract Class Type Public Member,1801,no-match,0
/home/ks-turtle/Desktop/src/javax/swing/plaf/SplitPaneUI.java,19,javax.swing.plaf.SplitPaneUI,Type,Java Abstract Class Type Public Member,1801,/home/ks-turtle/Desktop/src/javax/swing/plaf/SplitPaneUI.java,19,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/javax/swing/plaf/ComponentUI.java,35,javax.swing.plaf.ComponentUI,Type,Java Abstract Class Type Public Member,138,no-match,0
/home/ks-turtle/Desktop/src/javax/swing/JSplitPane.java,79,javax.swing.JSplitPane,Type,Java Class Type Public Member,1802,/home/ks-turtle/Desktop/src/javax/swing/JSplitPane.java,79,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/javax/swing/JComponent.java,157,javax.swing.JComponent,Type,Java Abstract Class Type Public Member,94,no-match,0
/home/ks-turtle/Desktop/src/javax/swing/plaf/multi/MultiLookAndFeel.java,42,javax.swing.plaf.multi.MultiLookAndFeel,Type,Java Class Type Public Member,1805,/home/ks-turtle/Desktop/src/javax/swing/plaf/multi/MultiLookAndFeel.java,42,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/javax/swing/LookAndFeel.java,36,javax.swing.LookAndFeel,Type,Java Abstract Class Type Public Member,8540,no-match,0
/home/ks-turtle/Desktop/src/javax/xml/transform/TransformerException.java,18,javax.xml.transform.TransformerException,Type,Java Class Type Public Member,1839,/home/ks-turtle/Desktop/src/javax/xml/transform/TransformerException.java,18,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Exception.java,20,java.lang.Exception,Type,Java Class Type Public Member,3062,no-match,0
/home/ks-turtle/Desktop/src/java/lang/Double.java,32,java.lang.Double,Type,Java Final Class Type Public Member,1858,/home/ks-turtle/Desktop/src/java/lang/Double.java,32,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Number.java,32,java.lang.Number,Type,Java Abstract Class Type Public Member,1857,match,0
/home/ks-turtle/Desktop/src/java/io/FileInputStream.java,31,java.io.FileInputStream,Type,Java Class Type Public Member,1933,/home/ks-turtle/Desktop/src/java/io/FileInputStream.java,31,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/InputStream.java,28,java.io.InputStream,Type,Java Abstract Class Type Public Member,1934,match,0
/home/ks-turtle/Desktop/src/java/security/PrivilegedActionException.java,32,java.security.PrivilegedActionException,Type,Java Class Type Public Member,1937,/home/ks-turtle/Desktop/src/java/security/PrivilegedActionException.java,32,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Exception.java,20,java.lang.Exception,Type,Java Class Type Public Member,3062,match,0
/home/ks-turtle/Desktop/src/java/util/Properties.java,84,java.util.Properties,Type,Java Class Type Public Member,1939,/home/ks-turtle/Desktop/src/java/util/Properties.java,84,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/util/Hashtable.java,105,java.util.Hashtable,Type,Java Generic Class Type Public Member,1352,match,0
/home/ks-turtle/Desktop/src/java/lang/Long.java,34,java.lang.Long,Type,Java Final Class Type Public Member,1943,/home/ks-turtle/Desktop/src/java/lang/Long.java,34,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Number.java,32,java.lang.Number,Type,Java Abstract Class Type Public Member,1857,match,0
/home/ks-turtle/Desktop/src/java/lang/SecurityException.java,17,java.lang.SecurityException,Type,Java Class Type Public Member,1946,/home/ks-turtle/Desktop/src/java/lang/SecurityException.java,17,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/RuntimeException.java,24,java.lang.RuntimeException,Type,Java Class Type Public Member,2336,match,0
/home/ks-turtle/Desktop/src/org/omg/CORBA/_PolicyStub.java,20,org.omg.CORBA._PolicyStub,Type,Java Class Type Public Member,1973,/home/ks-turtle/Desktop/src/org/omg/CORBA/_PolicyStub.java,20,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/org/omg/CORBA/portable/ObjectImpl.java,28,org.omg.CORBA.portable.ObjectImpl,Type,Java Abstract Class Type Public Member,2009,no-match,0
/home/ks-turtle/Desktop/src/org/omg/CORBA/portable/ApplicationException.java,14,org.omg.CORBA.portable.ApplicationException,Type,Java Class Type Public Member,2012,/home/ks-turtle/Desktop/src/org/omg/CORBA/portable/ApplicationException.java,14,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Exception.java,20,java.lang.Exception,Type,Java Class Type Public Member,3062,no-match,0
/home/ks-turtle/Desktop/src/org/omg/CORBA/portable/RemarshalException.java,21,org.omg.CORBA.portable.RemarshalException,Type,Java Final Class Type Public Member,2013,/home/ks-turtle/Desktop/src/org/omg/CORBA/portable/RemarshalException.java,21,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Exception.java,20,java.lang.Exception,Type,Java Class Type Public Member,3062,no-match,0
/home/ks-turtle/Desktop/src/java/io/ObjectInputStream.java,181,java.io.ObjectInputStream,Type,Java Class Type Public Member,2014,/home/ks-turtle/Desktop/src/java/io/ObjectInputStream.java,182,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/InputStream.java,28,java.io.InputStream,Type,Java Abstract Class Type Public Member,1934,match,0
/home/ks-turtle/Desktop/src/java/io/ObjectOutputStream.java,135,java.io.ObjectOutputStream,Type,Java Class Type Public Member,2015,/home/ks-turtle/Desktop/src/java/io/ObjectOutputStream.java,136,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/OutputStream.java,29,java.io.OutputStream,Type,Java Abstract Class Type Public Member,2131,match,0
/home/ks-turtle/Desktop/src/org/omg/CORBA/MARSHAL.java,31,org.omg.CORBA.MARSHAL,Type,Java Final Class Type Public Member,2017,/home/ks-turtle/Desktop/src/org/omg/CORBA/MARSHAL.java,31,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/org/omg/CORBA/SystemException.java,33,org.omg.CORBA.SystemException,Type,Java Abstract Class Type Public Member,4592,no-match,0
/home/ks-turtle/Desktop/src/java/net/UnknownHostException.java,20,java.net.UnknownHostException,Type,Java Class Type Public Member,2135,/home/ks-turtle/Desktop/src/java/net/UnknownHostException.java,20,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/io/IOException.java,22,java.io.IOException,Type,Java Class Type Public Member,251,match,0
/home/ks-turtle/Desktop/src/java/lang/UnsupportedOperationException.java,21,java.lang.UnsupportedOperationException,Type,Java Class Type Public Member,2138,/home/ks-turtle/Desktop/src/java/lang/UnsupportedOperationException.java,21,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/RuntimeException.java,24,java.lang.RuntimeException,Type,Java Class Type Public Member,2336,match,0
/home/ks-turtle/Desktop/src/javax/sound/sampled/CompoundControl.java,19,javax.sound.sampled.CompoundControl,Type,Java Abstract Class Type Public Member,2168,/home/ks-turtle/Desktop/src/javax/sound/sampled/CompoundControl.java,19,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/javax/sound/sampled/Control.java,27,javax.sound.sampled.Control,Type,Java Abstract Class Type Public Member,2183,no-match,0
/home/ks-turtle/Desktop/src/javax/sound/sampled/CompoundControl.java,107,javax.sound.sampled.CompoundControl.Type,Type,Java Static Class Type Public Member,2169,/home/ks-turtle/Desktop/src/javax/sound/sampled/CompoundControl.java,107,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/javax/sound/sampled/Control.java,77,javax.sound.sampled.Control.Type,Type,Java Static Class Type Public Member,2184,no-match,0
/home/ks-turtle/Desktop/src/javax/swing/plaf/DimensionUIResource.java,34,javax.swing.plaf.DimensionUIResource,Type,Java Class Type Public Member,2190,/home/ks-turtle/Desktop/src/javax/swing/plaf/DimensionUIResource.java,34,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/awt/Dimension.java,36,java.awt.Dimension,Type,Java Class Type Public Member,95,no-match,0
/home/ks-turtle/Desktop/src/java/util/HashSet.java,70,java.util.HashSet,Type,Java Generic Class Type Public Member,2228,/home/ks-turtle/Desktop/src/java/util/HashSet.java,71,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/util/AbstractSet.java,39,java.util.AbstractSet,Type,Java Abstract Generic Class Type Public Member,36083,no-match,0
/home/ks-turtle/Desktop/src/javax/sound/midi/MetaMessage.java,44,javax.sound.midi.MetaMessage,Type,Java Class Type Public Member,2230,/home/ks-turtle/Desktop/src/javax/sound/midi/MetaMessage.java,44,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/javax/sound/midi/MidiMessage.java,58,javax.sound.midi.MidiMessage,Type,Java Abstract Class Type Public Member,77340,no-match,0
/home/ks-turtle/Desktop/src/java/lang/IndexOutOfBoundsException.java,21,java.lang.IndexOutOfBoundsException,Type,Java Class Type Public Member,2231,/home/ks-turtle/Desktop/src/java/lang/IndexOutOfBoundsException.java,21,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/RuntimeException.java,24,java.lang.RuntimeException,Type,Java Class Type Public Member,2336,match,0
/home/ks-turtle/Desktop/src/java/lang/ArrayIndexOutOfBoundsException.java,20,java.lang.ArrayIndexOutOfBoundsException,Type,Java Class Type Public Member,2233,/home/ks-turtle/Desktop/src/java/lang/ArrayIndexOutOfBoundsException.java,20,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/IndexOutOfBoundsException.java,21,java.lang.IndexOutOfBoundsException,Type,Java Class Type Public Member,2231,match,0
/home/ks-turtle/Desktop/src/javax/sound/midi/InvalidMidiDataException.java,24,javax.sound.midi.InvalidMidiDataException,Type,Java Class Type Public Member,2234,/home/ks-turtle/Desktop/src/javax/sound/midi/InvalidMidiDataException.java,24,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Exception.java,20,java.lang.Exception,Type,Java Class Type Public Member,3062,no-match,0
/home/ks-turtle/Desktop/src/java/lang/TypeNotPresentException.java,24,java.lang.TypeNotPresentException,Type,Java Class Type Public Member,2330,/home/ks-turtle/Desktop/src/java/lang/TypeNotPresentException.java,24,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/RuntimeException.java,24,java.lang.RuntimeException,Type,Java Class Type Public Member,2336,match,0
/home/ks-turtle/Desktop/src/java/lang/RuntimeException.java,24,java.lang.RuntimeException,Type,Java Class Type Public Member,2336,/home/ks-turtle/Desktop/src/java/lang/RuntimeException.java,24,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Exception.java,20,java.lang.Exception,Type,Java Class Type Public Member,3062,purple,0
/home/ks-turtle/Desktop/src/java/awt/dnd/DropTargetDragEvent.java,56,java.awt.dnd.DropTargetDragEvent,Type,Java Class Type Public Member,2416,/home/ks-turtle/Desktop/src/java/awt/dnd/DropTargetDragEvent.java,56,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/awt/dnd/DropTargetEvent.java,33,java.awt.dnd.DropTargetEvent,Type,Java Class Type Public Member,2417,no-match,0
/home/ks-turtle/Desktop/src/java/awt/dnd/DropTargetEvent.java,33,java.awt.dnd.DropTargetEvent,Type,Java Class Type Public Member,2417,/home/ks-turtle/Desktop/src/java/awt/dnd/DropTargetEvent.java,33,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/util/EventObject.java,21,java.util.EventObject,Type,Java Class Type Public Member,3304,no-match,0
/home/ks-turtle/Desktop/src/org/w3c/dom/DOMException.java,33,org.w3c.dom.DOMException,Type,Java Class Type Public Member,2707,/home/ks-turtle/Desktop/src/org/w3c/dom/DOMException.java,33,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/RuntimeException.java,24,java.lang.RuntimeException,Type,Java Class Type Public Member,2336,no-match,0
/home/ks-turtle/Desktop/src/java/lang/ClassCastException.java,24,java.lang.ClassCastException,Type,Java Class Type Public Member,2721,/home/ks-turtle/Desktop/src/java/lang/ClassCastException.java,24,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/RuntimeException.java,24,java.lang.RuntimeException,Type,Java Class Type Public Member,2336,match,0
/home/ks-turtle/Desktop/src/java/util/logging/MemoryHandler.java,58,java.util.logging.MemoryHandler,Type,Java Class Type Public Member,3022,/home/ks-turtle/Desktop/src/java/util/logging/MemoryHandler.java,58,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/util/logging/Handler.java,30,java.util.logging.Handler,Type,Java Abstract Class Type Public Member,3059,match,0
/home/ks-turtle/Desktop/src/java/lang/Exception.java,20,java.lang.Exception,Type,Java Class Type Public Member,3062,/home/ks-turtle/Desktop/src/java/lang/Exception.java,20,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/Throwable.java,130,java.lang.Throwable,Type,Java Class Type Public Member,1423,purple,0
/home/ks-turtle/Desktop/src/java/util/logging/SimpleFormatter.java,23,java.util.logging.SimpleFormatter,Type,Java Class Type Public Member,3065,/home/ks-turtle/Desktop/src/java/util/logging/SimpleFormatter.java,23,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/util/logging/Formatter.java,26,java.util.logging.Formatter,Type,Java Abstract Class Type Public Member,21392,match,0
/home/ks-turtle/Desktop/src/java/lang/NullPointerException.java,31,java.lang.NullPointerException,Type,Java Class Type Public Member,3066,/home/ks-turtle/Desktop/src/java/lang/NullPointerException.java,31,Couple,Java Extend Couple,/home/ks-turtle/Desktop/src/java/lang/RuntimeException.java,24,java.lang.RuntimeException,Type,Java Class Type Public Member,2336,match,0
